row,part_number,column,value,method,confidence,rule_id,evidence_source,evidence_text,detail
31,49-94-0923,SHORT_DESC,"Milwaukee® Dual Cut 49-94-0923 Grind Disc, 6 in x 1/8 in x 7/8 in, Metal",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
31,49-94-0923,RETAIL_DESC,"Dual Cut Grind Disc, 6 in x 1/8 in x 7/8 in, Metal",compose,0.85,,,,Shelf line: series + item type + differentiators.
31,49-94-0923,LONG_DESC1,"Milwaukee® Grind Disc, Dual Cut, 6 in x 1/8 in x 7/8 in, Metal",compose,0.85,,,,Every captured attribute rendered in specification order.
31,49-94-0923,Product Name,Grind Disc,rule,0.55,ITM-LEX-01,input:Part_Desc,grind disc,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
31,49-94-0923,ATTRIBUTE_LABEL 1,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Dual Cut,Capitalised collection name left after brand and item type were removed.
31,49-94-0923,ATTRIBUTE_VALUE 1,Dual Cut,rule,0.72,SER-CAP-01,input:Part_Desc,Dual Cut,Capitalised collection name left after brand and item type were removed.
31,49-94-0923,ATTRIBUTE_LABEL 2,Size,rule,0.92,DIM-CHN-01,input:Part_Desc,"6""x1/8""x7/8""","Dimension chain; decimals converted to trade fractions, unit taken per token from the tick mark."
31,49-94-0923,ATTRIBUTE_VALUE 2,6 in x 1/8 in x 7/8 in,rule,0.92,DIM-CHN-01,input:Part_Desc,"6""x1/8""x7/8""","Dimension chain; decimals converted to trade fractions, unit taken per token from the tick mark."
31,49-94-0923,ATTRIBUTE_LABEL 3,Arbor Size,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_VALUE 3,7/8,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_UOM 3,in,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_LABEL 4,Diameter,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_VALUE 4,6,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_UOM 4,in,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_LABEL 5,Thickness,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_VALUE 5,1/8,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_UOM 5,in,rule,0.92,DIM-CHN-02,input:Part_Desc,"6""x1/8""x7/8""",Positional component of a bonded-abrasive diameter x thickness x arbor chain.
31,49-94-0923,ATTRIBUTE_LABEL 6,Application,rule,0.92,APP-MAT-01,input:Part_Desc,Metal,The material this item is intended to work on.
31,49-94-0923,ATTRIBUTE_VALUE 6,Metal,rule,0.92,APP-MAT-01,input:Part_Desc,Metal,The material this item is intended to work on.
31,49-94-0923,UNSPSC,31191500,inferred,0.72,TAX-018,registry:taxonomy,31191500,UNSPSC family for classpath Tools & Equipment>Abrasives>Sanding Discs.
32,R02-GUAC1-0BW,Mfg_Part_Num,R02-GUAC1-0BW,input,0.99,,,,Preserved verbatim from the source file.
32,R02-GUAC1-0BW,Part_Desc,R02GUAC10BW 15A/USB Outlet Wh,input,0.99,,,,Preserved verbatim from the source file.
32,R02-GUAC1-0BW,Part_Manuf,Leviton Mfg Co (4927),input,0.99,,,,Preserved verbatim from the source file.
32,R02-GUAC1-0BW,SKU - MY_PART_NUMBER,X92503,input,0.99,,,,Preserved verbatim from the source file.
32,R02-GUAC1-0BW,MANUFACTURER_PART_NUMBER,R02-GUAC1-0BW,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,R02-GUAC1-0BW,Supplied part number.
32,R02-GUAC1-0BW,BRAND_NAME,Leviton®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Leviton Mfg Co (4927),Supplier string normalised to the approved manufacturer.
32,R02-GUAC1-0BW,MANUFACTURER_NAME,"Leviton Manufacturing Co., Inc.",registry,0.882,IDN-MFR-01,input:Part_Manuf,Leviton Mfg Co (4927),Supplier string normalised to the approved manufacturer.
32,R02-GUAC1-0BW,Classpath,Electrical>Wiring Devices>Receptacles,rule,0.9,TAX-046,input:Part_Desc,USB Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
32,R02-GUAC1-0BW,Dept,Electrical,rule,0.9,TAX-046,input:Part_Desc,USB Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
32,R02-GUAC1-0BW,Class,Wiring Devices,rule,0.9,TAX-046,input:Part_Desc,USB Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
32,R02-GUAC1-0BW,Fine,Receptacles,rule,0.9,TAX-046,input:Part_Desc,USB Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
32,R02-GUAC1-0BW,INVOICE_DESC,USB OUTLET WH 15A,compose,0.9,,,,Budget solver fitted 3 facts into 17/40 characters.
32,R02-GUAC1-0BW,MOBILE_DESC,"Leviton Manufacturing Co., Inc. Leviton, USB Outlet, R02-GUAC1-0BW",compose,0.88,,,,Identity line sized into the 60-80 character window.
32,R02-GUAC1-0BW,SHORT_DESC,"Leviton® R02-GUAC1-0BW USB Outlet, 15 A, White",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
32,R02-GUAC1-0BW,RETAIL_DESC,"USB Outlet, 15 A, White",compose,0.85,,,,Shelf line: series + item type + differentiators.
32,R02-GUAC1-0BW,LONG_DESC1,"Leviton® USB Outlet, 15 A, White",compose,0.85,,,,Every captured attribute rendered in specification order.
32,R02-GUAC1-0BW,Product Name,USB Outlet,rule,0.55,ITM-LEX-01,input:Part_Desc,usb outlet,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
32,R02-GUAC1-0BW,ATTRIBUTE_LABEL 1,Amperage Rating,rule,0.92,ELE-A-01,input:Part_Desc,15A,Amperage token.
32,R02-GUAC1-0BW,ATTRIBUTE_VALUE 1,15,rule,0.92,ELE-A-01,input:Part_Desc,15A,Amperage token.
32,R02-GUAC1-0BW,ATTRIBUTE_UOM 1,A,rule,0.92,ELE-A-01,input:Part_Desc,15A,Amperage token.
32,R02-GUAC1-0BW,ATTRIBUTE_LABEL 2,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
32,R02-GUAC1-0BW,ATTRIBUTE_VALUE 2,White,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
32,R02-GUAC1-0BW,UNSPSC,39121600,inferred,0.72,TAX-046,registry:taxonomy,39121600,UNSPSC family for classpath Electrical>Wiring Devices>Receptacles.
33,62-1850,Mfg_Part_Num,62-1850,input,0.99,,,,Preserved verbatim from the source file.
33,62-1850,Part_Desc,"62-1850 11"" Led Ceiling Light",input,0.99,,,,Preserved verbatim from the source file.
33,62-1850,Part_Manuf,Satco Prod Inc (5573),input,0.99,,,,Preserved verbatim from the source file.
33,62-1850,SKU - MY_PART_NUMBER,X98461,input,0.99,,,,Preserved verbatim from the source file.
33,62-1850,MANUFACTURER_PART_NUMBER,62-1850,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,62-1850,Supplied part number.
33,62-1850,BRAND_NAME,Satco®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Satco Prod Inc (5573),Supplier string normalised to the approved manufacturer.
33,62-1850,MANUFACTURER_NAME,"Satco Products, Inc.",registry,0.882,IDN-MFR-01,input:Part_Manuf,Satco Prod Inc (5573),Supplier string normalised to the approved manufacturer.
33,62-1850,Classpath,Electrical>Lighting & Bulbs>Ceiling Lighting,rule,0.9,TAX-008,input:Part_Desc,Ceiling Light,Matched taxonomy rule TAX-008 on 'Ceiling Light'.
33,62-1850,Dept,Electrical,rule,0.9,TAX-008,input:Part_Desc,Ceiling Light,Matched taxonomy rule TAX-008 on 'Ceiling Light'.
33,62-1850,Class,Lighting,rule,0.9,TAX-008,input:Part_Desc,Ceiling Light,Matched taxonomy rule TAX-008 on 'Ceiling Light'.
33,62-1850,Fine,Ceiling Lights,rule,0.9,TAX-008,input:Part_Desc,Ceiling Light,Matched taxonomy rule TAX-008 on 'Ceiling Light'.
33,62-1850,INVOICE_DESC,CEILING LIGHT 11IN LED,compose,0.9,,,,Budget solver fitted 3 facts into 22/40 characters.
33,62-1850,MOBILE_DESC,"Satco Products, Inc. Satco, Ceiling Light, 62-1850, 11 in, LED",compose,0.88,,,,Identity line sized into the 60-80 character window.
33,62-1850,SHORT_DESC,"Satco® 62-1850 Ceiling Light, 11 in, LED",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
33,62-1850,RETAIL_DESC,"Ceiling Light, 11 in, LED",compose,0.85,,,,Shelf line: series + item type + differentiators.
33,62-1850,LONG_DESC1,"Satco® Ceiling Light, 11 in, LED",compose,0.85,,,,Every captured attribute rendered in specification order.
33,62-1850,Product Name,Ceiling Light,rule,0.8377,ITM-LEX-01,input:Part_Desc,ceiling light,Resolved against the item-type vocabulary induced from this catalogue (1 occurrences).
33,62-1850,ATTRIBUTE_LABEL 1,Size,rule,0.92,DIM-SGL-01,input:Part_Desc,"11""",Single stated dimension (nominal size of the item).
33,62-1850,ATTRIBUTE_VALUE 1,11,rule,0.92,DIM-SGL-01,input:Part_Desc,"11""",Single stated dimension (nominal size of the item).
33,62-1850,ATTRIBUTE_UOM 1,in,rule,0.92,DIM-SGL-01,input:Part_Desc,"11""",Single stated dimension (nominal size of the item).
33,62-1850,ATTRIBUTE_LABEL 2,Lamp Type,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
33,62-1850,ATTRIBUTE_VALUE 2,LED,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
33,62-1850,UNSPSC,39111524,inferred,0.72,TAX-008,registry:taxonomy,39111524,UNSPSC family for classpath Electrical>Lighting & Bulbs>Ceiling Lighting.
34,T-90065,Mfg_Part_Num,T-90065,input,0.99,,,,Preserved verbatim from the source file.
34,T-90065,Part_Desc,T-90065 Deep Compact Organizer,input,0.99,,,,Preserved verbatim from the source file.
34,T-90065,Part_Manuf,Makita Usa Inc (5142),input,0.99,,,,Preserved verbatim from the source file.
34,T-90065,SKU - MY_PART_NUMBER,X54157,input,0.99,,,,Preserved verbatim from the source file.
34,T-90065,MANUFACTURER_PART_NUMBER,T-90065,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,T-90065,Supplied part number.
34,T-90065,BRAND_NAME,Makita®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Makita Usa Inc (5142),Supplier string normalised to the approved manufacturer.
34,T-90065,MANUFACTURER_NAME,"Makita U.S.A., Inc.",registry,0.882,IDN-MFR-01,input:Part_Manuf,Makita Usa Inc (5142),Supplier string normalised to the approved manufacturer.
34,T-90065,Classpath,Tools & Equipment>Tool Storage>Organizers & Cases,rule,0.9,TAX-068,input:Part_Desc,Organizer,Matched taxonomy rule TAX-068 on 'Organizer'.
34,T-90065,Dept,Tools,rule,0.9,TAX-068,input:Part_Desc,Organizer,Matched taxonomy rule TAX-068 on 'Organizer'.
34,T-90065,Class,Storage,rule,0.9,TAX-068,input:Part_Desc,Organizer,Matched taxonomy rule TAX-068 on 'Organizer'.
34,T-90065,Fine,Tool Storage,rule,0.9,TAX-068,input:Part_Desc,Organizer,Matched taxonomy rule TAX-068 on 'Organizer'.
34,T-90065,INVOICE_DESC,ORGANIZER T-90065,compose,0.9,,,,Budget solver fitted 2 facts into 17/40 characters.
34,T-90065,MOBILE_DESC,"Makita U.S.A., Inc. Makita, Organizer, Deep Compact, T-90065",compose,0.88,,,,Identity line sized into the 60-80 character window.
34,T-90065,SHORT_DESC,Makita® Deep Compact T-90065 Organizer,compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
34,T-90065,RETAIL_DESC,Deep Compact Organizer,compose,0.85,,,,Shelf line: series + item type + differentiators.
34,T-90065,LONG_DESC1,"Makita® Organizer, Deep Compact",compose,0.85,,,,Every captured attribute rendered in specification order.
34,T-90065,Product Name,Organizer,rule,0.7977,ITM-LEX-01,input:Part_Desc,organizer,Resolved against the item-type vocabulary induced from this catalogue (1 occurrences).
34,T-90065,ATTRIBUTE_LABEL 1,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Deep Compact,Capitalised collection name left after brand and item type were removed.
34,T-90065,ATTRIBUTE_VALUE 1,Deep Compact,rule,0.72,SER-CAP-01,input:Part_Desc,Deep Compact,Capitalised collection name left after brand and item type were removed.
34,T-90065,UNSPSC,24101600,inferred,0.72,TAX-068,registry:taxonomy,24101600,UNSPSC family for classpath Tools & Equipment>Tool Storage>Organizers & Cases.
35,EUF17CDBW,Mfg_Part_Num,EUF17CDBW,input,0.99,,,,Preserved verbatim from the source file.
35,EUF17CDBW,Part_Desc,EUF17CDBW Element 17CF Freezer - Upright,input,0.99,,,,Preserved verbatim from the source file.
35,EUF17CDBW,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
35,EUF17CDBW,SKU - MY_PART_NUMBER,X50790,input,0.99,,,,Preserved verbatim from the source file.
35,EUF17CDBW,MANUFACTURER_PART_NUMBER,EUF17CDBW,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,EUF17CDBW,Supplied part number.
35,EUF17CDBW,BRAND_NAME,Element,registry,0.88,IDN-BRD-01,input:Part_Desc,Element,Approved brand 'Element' found in the description.
35,EUF17CDBW,MANUFACTURER_NAME,Element Electronics,registry,0.8624,IDN-MFR-01,input:Part_Desc,Element,Approved brand 'Element' found in the description.
35,EUF17CDBW,Classpath,Appliances & Consumer Electronics>Kitchen Appliances>Freezers,rule,0.9,TAX-043,input:Part_Desc,Freezer,Matched taxonomy rule TAX-043 on 'Freezer'.
35,EUF17CDBW,Dept,Appliances,rule,0.9,TAX-043,input:Part_Desc,Freezer,Matched taxonomy rule TAX-043 on 'Freezer'.
35,EUF17CDBW,Class,Large Appliances,rule,0.9,TAX-043,input:Part_Desc,Freezer,Matched taxonomy rule TAX-043 on 'Freezer'.
35,EUF17CDBW,Fine,Freezers,rule,0.9,TAX-043,input:Part_Desc,Freezer,Matched taxonomy rule TAX-043 on 'Freezer'.
35,EUF17CDBW,INVOICE_DESC,FREEZER EUF17CDBW,compose,0.9,,,,Budget solver fitted 2 facts into 17/40 characters.
35,EUF17CDBW,MOBILE_DESC,"Element Electronics Element, Freezer, EUF17CDBW",compose,0.88,,,,"Only 47 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
35,EUF17CDBW,SHORT_DESC,Element EUF17CDBW Freezer,compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
35,EUF17CDBW,RETAIL_DESC,Freezer,compose,0.85,,,,Shelf line: series + item type + differentiators.
35,EUF17CDBW,LONG_DESC1,Element Freezer,compose,0.85,,,,Every captured attribute rendered in specification order.
35,EUF17CDBW,Product Name,Freezer,rule,0.77,ITM-LEX-01,input:Part_Desc,freezer,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
35,EUF17CDBW,UNSPSC,52141503,inferred,0.72,TAX-043,registry:taxonomy,52141503,UNSPSC family for classpath Appliances & Consumer Electronics>Kitchen Appliances>Freezers.
36,25459,Mfg_Part_Num,25459,input,0.99,,,,Preserved verbatim from the source file.
36,25459,Part_Desc,25459 Mason Line Brd Orange - 500',input,0.99,,,,Preserved verbatim from the source file.
36,25459,Part_Manuf,U S Tape Company (6694),input,0.99,,,,Preserved verbatim from the source file.
36,25459,SKU - MY_PART_NUMBER,X11985,input,0.99,,,,Preserved verbatim from the source file.
36,25459,MANUFACTURER_PART_NUMBER,25459,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,25459,Supplied part number.
36,25459,BRAND_NAME,Milwaukee®,rule,0.8,IDN-BRD-01,input:Mfg_Part_Num,2,Part-number prefix '2' is unique to this brand -- used because the supplier is a distributor/co-op.
36,25459,MANUFACTURER_NAME,Milwaukee Tool,rule,0.784,IDN-MFR-01,input:Mfg_Part_Num,2,Part-number prefix '2' is unique to this brand -- used because the supplier is a distributor/co-op.
36,25459,Classpath,Building Materials>Structural Panels>Sheathing,rule,0.72,TAX-073,input:Part_Desc,Orange,Matched taxonomy rule TAX-073 on 'Brd'.
36,25459,Dept,Building Materials,rule,0.72,TAX-073,input:Part_Desc,Orange,Matched taxonomy rule TAX-073 on 'Brd'.
36,25459,Class,Structural Panels,rule,0.72,TAX-073,input:Part_Desc,Orange,Matched taxonomy rule TAX-073 on 'Brd'.
36,25459,Fine,Sheathing,rule,0.72,TAX-073,input:Part_Desc,Orange,Matched taxonomy rule TAX-073 on 'Brd'.
36,25459,INVOICE_DESC,ORANGE 500FT 25459,compose,0.9,,,,Budget solver fitted 3 facts into 18/40 characters.
36,25459,MOBILE_DESC,"Milwaukee Tool Milwaukee, Orange, Mason Line Brd, 25459, 500 ft",compose,0.88,,,,Identity line sized into the 60-80 character window.
36,25459,SHORT_DESC,"Milwaukee® Mason Line Brd 25459 Orange, 500 ft",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
36,25459,RETAIL_DESC,"Mason Line Brd Orange, 500 ft",compose,0.85,,,,Shelf line: series + item type + differentiators.
36,25459,LONG_DESC1,"Milwaukee® Orange, Mason Line Brd, 500 ft",compose,0.85,,,,Every captured attribute rendered in specification order.
36,25459,Product Name,Orange,rule,0.55,ITM-LEX-01,input:Part_Desc,orange,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
36,25459,ATTRIBUTE_LABEL 1,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Mason Line Brd,Capitalised collection name left after brand and item type were removed.
36,25459,ATTRIBUTE_VALUE 1,Mason Line Brd,rule,0.72,SER-CAP-01,input:Part_Desc,Mason Line Brd,Capitalised collection name left after brand and item type were removed.
36,25459,ATTRIBUTE_LABEL 2,Size,rule,0.92,DIM-SGL-01,input:Part_Desc,500',Single stated dimension (nominal size of the item).
36,25459,ATTRIBUTE_VALUE 2,500,rule,0.92,DIM-SGL-01,input:Part_Desc,500',Single stated dimension (nominal size of the item).
36,25459,ATTRIBUTE_UOM 2,ft,rule,0.92,DIM-SGL-01,input:Part_Desc,500',Single stated dimension (nominal size of the item).
36,25459,UNSPSC,30161700,inferred,0.576,TAX-073,registry:taxonomy,30161700,UNSPSC family for classpath Building Materials>Structural Panels>Sheathing.
37,C7CESAS3RD3,Mfg_Part_Num,C7CESAS3RD3,input,0.99,,,,Preserved verbatim from the source file.
37,C7CESAS3RD3,Part_Desc,C7CESAS3RD3 Café Espresso Machine MB,input,0.99,,,,Preserved verbatim from the source file.
37,C7CESAS3RD3,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
37,C7CESAS3RD3,SKU - MY_PART_NUMBER,X63746,input,0.99,,,,Preserved verbatim from the source file.
37,C7CESAS3RD3,MANUFACTURER_PART_NUMBER,C7CESAS3RD3,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,C7CESAS3RD3,Supplied part number.
37,C7CESAS3RD3,BRAND_NAME,Café®,registry,0.88,IDN-BRD-01,input:Part_Desc,Café,Approved brand 'Café' found in the description.
37,C7CESAS3RD3,MANUFACTURER_NAME,GE Appliances,registry,0.8624,IDN-MFR-01,input:Part_Desc,Café,Approved brand 'Café' found in the description.
37,C7CESAS3RD3,Classpath,Appliances & Consumer Electronics>Small Appliances>Countertop Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
37,C7CESAS3RD3,Dept,Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
37,C7CESAS3RD3,Class,Small Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
37,C7CESAS3RD3,Fine,Countertop Appliances,rule,0.9,TAX-071,input:Part_Desc,Espresso Machine,Matched taxonomy rule TAX-071 on 'Espresso'.
37,C7CESAS3RD3,INVOICE_DESC,ESPRESSO MACHINE MATTE BLACK,compose,0.9,,,,Budget solver fitted 2 facts into 28/40 characters.
37,C7CESAS3RD3,MOBILE_DESC,"GE Appliances Café, Espresso Machine, C7CESAS3RD3, Matte Black",compose,0.88,,,,Identity line sized into the 60-80 character window.
37,C7CESAS3RD3,SHORT_DESC,"Café® C7CESAS3RD3 Espresso Machine, Matte Black",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
37,C7CESAS3RD3,RETAIL_DESC,"Espresso Machine, Matte Black",compose,0.85,,,,Shelf line: series + item type + differentiators.
37,C7CESAS3RD3,LONG_DESC1,"Café® Espresso Machine, Matte Black",compose,0.85,,,,Every captured attribute rendered in specification order.
37,C7CESAS3RD3,Product Name,Espresso Machine,rule,0.8039,ITM-LEX-01,input:Part_Desc,espresso machine,Resolved against the item-type vocabulary induced from this catalogue (2 occurrences).
37,C7CESAS3RD3,ATTRIBUTE_LABEL 1,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,MB,Trade finish code expanded via the approved abbreviation map.
37,C7CESAS3RD3,ATTRIBUTE_VALUE 1,Matte Black,rule,0.92,FIN-CDE-01,input:Part_Desc,MB,Trade finish code expanded via the approved abbreviation map.
37,C7CESAS3RD3,UNSPSC,52141700,inferred,0.72,TAX-071,registry:taxonomy,52141700,UNSPSC family for classpath Appliances & Consumer Electronics>Small Appliances>Countertop Appliances.
38,PGE29BYTFS,Mfg_Part_Num,PGE29BYTFS,input,0.99,,,,Preserved verbatim from the source file.
38,PGE29BYTFS,Part_Desc,PGE29BYTFS GE Fridge SS,input,0.99,,,,Preserved verbatim from the source file.
38,PGE29BYTFS,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
38,PGE29BYTFS,SKU - MY_PART_NUMBER,X25465,input,0.99,,,,Preserved verbatim from the source file.
38,PGE29BYTFS,MANUFACTURER_PART_NUMBER,PGE29BYTFS,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,PGE29BYTFS,Supplied part number.
38,PGE29BYTFS,BRAND_NAME,GE®,registry,0.88,IDN-BRD-01,input:Part_Desc,GE,Approved brand 'GE' found in the description.
38,PGE29BYTFS,MANUFACTURER_NAME,GE Appliances,registry,0.8624,IDN-MFR-01,input:Part_Desc,GE,Approved brand 'GE' found in the description.
38,PGE29BYTFS,Classpath,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,rule,0.9,TAX-038,input:Part_Desc,Refrigerator,Matched taxonomy rule TAX-038 on 'Refrigerator'.
38,PGE29BYTFS,Dept,Appliances,rule,0.9,TAX-038,input:Part_Desc,Refrigerator,Matched taxonomy rule TAX-038 on 'Refrigerator'.
38,PGE29BYTFS,Class,Large Appliances,rule,0.9,TAX-038,input:Part_Desc,Refrigerator,Matched taxonomy rule TAX-038 on 'Refrigerator'.
38,PGE29BYTFS,Fine,Refrigerators,rule,0.9,TAX-038,input:Part_Desc,Refrigerator,Matched taxonomy rule TAX-038 on 'Refrigerator'.
38,PGE29BYTFS,INVOICE_DESC,REFRIG SST PGE29BYTFS,compose,0.9,,,,Budget solver fitted 3 facts into 21/40 characters.
38,PGE29BYTFS,MOBILE_DESC,"GE Appliances GE, Refrigerator, PGE29BYTFS, Stainless Steel",compose,0.88,,,,"Only 59 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
38,PGE29BYTFS,SHORT_DESC,"GE® PGE29BYTFS Refrigerator, Stainless Steel",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
38,PGE29BYTFS,RETAIL_DESC,"Refrigerator, Stainless Steel",compose,0.85,,,,Shelf line: series + item type + differentiators.
38,PGE29BYTFS,LONG_DESC1,"GE® Refrigerator, Stainless Steel",compose,0.85,,,,Every captured attribute rendered in specification order.
38,PGE29BYTFS,Product Name,Refrigerator,rule,0.7977,ITM-LEX-01,input:Part_Desc,refrigerator,Resolved against the item-type vocabulary induced from this catalogue (1 occurrences).
38,PGE29BYTFS,ATTRIBUTE_LABEL 1,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,SS,Trade finish code expanded via the approved abbreviation map.
38,PGE29BYTFS,ATTRIBUTE_VALUE 1,Stainless Steel,rule,0.92,FIN-CDE-01,input:Part_Desc,SS,Trade finish code expanded via the approved abbreviation map.
38,PGE29BYTFS,UNSPSC,52141501,inferred,0.72,TAX-038,registry:taxonomy,52141501,UNSPSC family for classpath Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators.
39,543140020,Mfg_Part_Num,543140020,input,0.99,,,,Preserved verbatim from the source file.
39,543140020,Part_Desc,1nx6-20' Biscayne Sq Edge - Trex Transcend Lineage Decking,input,0.99,,,,Preserved verbatim from the source file.
39,543140020,Part_Manuf,U S Lumber (3073),input,0.99,,,,Preserved verbatim from the source file.
39,543140020,SKU - MY_PART_NUMBER,X42294,input,0.99,,,,Preserved verbatim from the source file.
39,543140020,MANUFACTURER_PART_NUMBER,543140020,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,543140020,Supplied part number.
39,543140020,BRAND_NAME,Trex®,registry,0.88,IDN-BRD-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
39,543140020,MANUFACTURER_NAME,"Trex Company, Inc.",registry,0.8624,IDN-MFR-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
39,543140020,Classpath,Building Materials>Decking>Composite & PVC Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
39,543140020,Dept,Building Materials,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
39,543140020,Class,Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
39,543140020,Fine,Composite Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
39,543140020,INVOICE_DESC,DECKING 1IN X 6IN 20FT SQ EDG,compose,0.9,,,,Budget solver fitted 4 facts into 29/40 characters.
39,543140020,MOBILE_DESC,"Trex Company, Inc. Trex, Decking, Transcend Lineage, 543140020",compose,0.88,,,,Identity line sized into the 60-80 character window.
39,543140020,SHORT_DESC,"Trex® Transcend Lineage 543140020 Decking, 1 in x 6 in, 20 ft, Square Edge",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
39,543140020,RETAIL_DESC,"Transcend Lineage Decking, 1 in x 6 in, 20 ft, Square Edge",compose,0.85,,,,Shelf line: series + item type + differentiators.
39,543140020,LONG_DESC1,"Trex® Decking, Transcend Lineage, 1 in x 6 in, 20 ft, Square Edge",compose,0.85,,,,Every captured attribute rendered in specification order.
39,543140020,Product Name,Decking,rule,0.8417,ITM-LEX-01,input:Part_Desc,decking,Resolved against the item-type vocabulary induced from this catalogue (5 occurrences).
